id,type,ticket_type,attraction,wait_at_attraction,ride_duration,satisfaction_status,fatigue,time,day,time_of_entry,time_left,entered_park,attractions_visited_so_far
V2560,adult,online,Carousel,268.67,4.3,0,0,449.87,Saturday,176.15,451.87,True,1
V2416,adult,online,Mirror Maze,279.84,4.2,0,0,449.95,Saturday,165.38,452.95,True,1
V4241,adult,online,Water Slide,75.15,4.5,23,3,449.98,Saturday,291.25,452.98,True,4
V6366,adult,online,Virtual Reality Zone,9.76,6.5,98,0,450.1,Saturday,432.51,,True,1
V0860,child,online,Swing Ride,267.09,4.2,0,1,450.16,Saturday,58.59,451.16,True,2
V2550,child,online,Bumper Cars,270.77,3.5,0,0,450.61,Saturday,175.21,453.61,True,1
V3733,adult,online,Drop Tower,157.79,5.8,17,1,451.53,Saturday,258.45,452.53,True,2
V2630,child,online,Ball Pit,266.89,4.0,0,0,452.98,Saturday,181.21,455.98,True,1
V3716,child,online,Ferris Wheel,189.53,6.0,26,0,453.04,Saturday,256.94,456.04,True,1
V3121,child,online,Mini Train,229.91,6.5,10,0,453.29,Saturday,215.6,454.29,True,1
V1411,adult,online,Ferris Wheel,195.76,6.0,0,1,453.49,Saturday,97.04,456.49,True,2
V5160,adult,online,Go Karts,94.94,5.0,64,0,453.61,Saturday,352.64,,True,1
V2276,adult,online,Flying Chairs,291.02,4.0,0,0,453.96,Saturday,157.86,456.96,True,1
V5343,adult,online,Observation Tower,83.65,5.0,68,0,454.03,Saturday,364.53,,True,1
V6000,adult,online,Laser Maze,41.47,3.8,84,0,454.1,Saturday,407.46,,True,1
V6427,adult,online,Haunted House,12.67,4.0,96,0,454.35,Saturday,436.72,445.78,True,1
V0464,adult,online,Petting Zoo,300.29,5.5,0,2,454.89,Saturday,29.11,456.89,True,3
V4707,adult,online,Roller Coaster,126.69,5.5,50,0,454.91,Saturday,321.4,,True,1
V2048,child,online,Fun House,307.99,4.5,0,0,454.98,Saturday,141.31,455.98,True,1
V0141,adult,ticket_office,Carousel,272.78,4.3,0,1,455.04,Saturday,126.86,456.04,True,2
V2588,child,online,Swing Ride,272.17,4.2,0,0,455.16,Saturday,177.99,456.16,True,1
V0530,adult,online,Bumper Cars,273.68,3.5,0,2,455.17,Saturday,34.19,456.17,True,3
V6598,adult,online,Virtual Reality Zone,0.35,6.5,100,0,455.26,Saturday,447.31,458.03,True,1
V0638,adult,online,Pirate Ship,312.86,4.7,0,1,455.37,Saturday,41.78,457.37,True,2
V5449,adult,online,Water Slide,79.79,4.5,70,0,455.4,Saturday,370.19,,True,1
V0908,child,online,Mirror Maze,281.93,4.2,0,1,455.46,Saturday,62.75,457.46,True,2
V1906,adult,online,4D Cinema,223.76,6.0,0,1,457.05,Saturday,133.21,460.05,True,2
V6638,adult,online,Virtual Reality Zone,0,6.5,100,0,458.06,Saturday,450.33,,True,1
V2645,child,online,Ball Pit,270.79,4.0,0,0,458.27,Saturday,182.19,460.27,True,1
V6070,adult,online,Laser Maze,42.46,3.8,84,0,458.7,Saturday,411.64,,True,1
V1540,adult,online,Flying Chairs,296.06,4.0,0,1,458.71,Saturday,105.63,459.71,True,2
V4209,adult,online,Drop Tower,162.82,5.8,36,0,458.77,Saturday,288.71,460.77,True,1
V0408,adult,ticket_office,Go Karts,95.89,5.0,33,1,459.71,Saturday,348.93,460.71,True,2
V2703,adult,online,Ferris Wheel,193.4,6.0,0,1,459.77,Saturday,185.34,461.77,True,2
V6493,adult,online,Haunted House,12.5,4.0,96,0,459.78,Saturday,441.85,,True,1
V2749,adult,online,Bumper Cars,266.94,3.5,0,0,459.85,Saturday,188.24,460.85,True,1
V5789,adult,online,Observation Tower,61.05,5.0,76,0,460.35,Saturday,392.99,401.62,True,1
V0296,adult,ticket_office,Ferris Wheel,193.66,6.0,4,0,460.46,Saturday,259.82,463.46,True,1
V3317,child,online,Mini Train,223.35,6.5,12,0,460.53,Saturday,229.94,462.53,True,1
V2082,child,online,Fun House,312.5,4.5,0,0,460.62,Saturday,142.49,462.62,True,1
V2584,child,online,Swing Ride,276.75,4.2,0,0,460.72,Saturday,178.41,463.72,True,1
V2590,child,online,Carousel,276.63,4.3,0,0,460.74,Saturday,178.4,463.74,True,1
V0862,adult,online,Mirror Maze,284.88,4.2,0,1,460.75,Saturday,58.89,461.75,True,2
V5597,adult,online,Water Slide,75.44,4.5,70,0,460.85,Saturday,379.96,,True,1
V2016,child,online,Pirate Ship,316.88,4.7,0,0,460.98,Saturday,138.49,461.98,True,1
V2191,child,online,Petting Zoo,304.04,5.5,0,0,461.04,Saturday,150.85,464.04,True,1
V4348,adult,online,Roller Coaster,122.92,5.5,37,1,461.7,Saturday,298.05,463.7,True,2
V1305,child,online,Ball Pit,275.16,4.0,0,1,463.62,Saturday,90.0,466.62,True,2
V2330,child,online,Flying Chairs,297.83,4.0,0,0,463.83,Saturday,160.88,464.83,True,1
V6598,adult,online,Virtual Reality Zone,0,6.5,94,1,463.94,Saturday,447.31,458.03,True,2
V5143,adult,online,Laser Maze,33.57,3.8,49,1,463.97,Saturday,351.18,,True,2
V0264,adult,ticket_office,4D Cinema,218.43,6.0,0,1,464.0,Saturday,228.41,467.0,True,2
V2746,adult,online,Bumper Cars,271.58,3.5,0,0,464.44,Saturday,188.27,467.44,True,1
V0528,adult,ticket_office,Haunted House,16.17,4.0,74,0,464.65,Saturday,443.6,,True,1
V4106,adult,online,Drop Tower,166.54,5.8,19,1,465.26,Saturday,281.17,466.26,True,2
V2598,child,online,Swing Ride,281.97,4.2,0,0,465.49,Saturday,178.75,467.49,True,1
V1763,adult,online,Mirror Maze,289.91,4.2,0,1,465.54,Saturday,120.79,466.54,True,2
V5240,adult,online,Go Karts,101.76,5.0,60,0,465.62,Saturday,357.95,,True,1
V5160,adult,online,Virtual Reality Zone,1.45,6.5,55,1,465.65,Saturday,352.64,,True,2
V5674,adult,online,Water Slide,76.52,4.5,70,0,465.99,Saturday,384.32,,True,1
V2027,child,online,Pirate Ship,321.31,4.7,0,0,466.2,Saturday,139.67,467.2,True,1
V1102,child,online,Carousel,277.09,4.3,0,1,466.25,Saturday,76.78,468.25,True,2
V2113,adult,online,Fun House,316.2,4.5,0,0,466.35,Saturday,144.42,467.35,True,1
V3794,child,online,Ferris Wheel,198.5,6.0,22,0,466.54,Saturday,261.27,467.54,True,1
V4752,adult,online,Observation Tower,64.9,5.0,46,1,466.68,Saturday,324.53,,True,2
V2203,child,online,Petting Zoo,309.42,5.5,0,0,467.05,Saturday,151.62,468.05,True,1
V3807,adult,online,Ferris Wheel,197.92,6.0,22,0,467.39,Saturday,262.54,468.39,True,1
V3330,child,online,Mini Train,229.27,6.5,10,0,467.71,Saturday,231.25,470.71,True,1
V2737,child,online,Ball Pit,275.61,4.0,0,0,468.44,Saturday,188.01,471.44,True,1
V4946,adult,online,Roller Coaster,124.37,5.5,52,0,468.47,Saturday,337.33,344.02,True,1
V1026,child,online,Bumper Cars,273.34,3.5,0,1,468.6,Saturday,71.51,471.6,True,2
V0504,adult,ticket_office,Laser Maze,38.51,3.8,66,0,468.74,Saturday,425.46,35.81,True,1
V0567,child,online,Flying Chairs,302.5,4.0,0,2,469.15,Saturday,36.47,470.15,True,3
V0539,adult,ticket_office,Haunted House,14.06,4.0,76,0,469.39,Saturday,450.59,302.44,True,1
V0191,adult,ticket_office,Mirror Maze,292.91,4.2,0,0,470.6,Saturday,172.62,471.6,True,1
V2029,adult,online,Swing Ride,286.07,4.2,0,2,470.64,Saturday,140.04,471.64,True,3
V2682,adult,online,4D Cinema,216.67,6.0,0,1,471.3,Saturday,185.05,472.3,True,2
V6727,adult,online,Virtual Reality Zone,5.63,6.5,98,0,471.38,Saturday,458.31,466.84,True,1
V4556,adult,online,Water Slide,75.57,4.5,19,3,471.43,Saturday,309.09,474.43,True,4
V1115,child,online,Carousel,279.66,4.3,0,1,471.49,Saturday,77.99,473.49,True,2
V5253,adult,online,Go Karts,106.81,5.0,58,0,471.72,Saturday,358.81,,True,1
V3824,adult,online,Drop Tower,163.92,5.8,16,1,471.76,Saturday,264.17,473.76,True,2
V0926,child,online,Fun House,315.4,4.5,0,1,471.76,Saturday,63.98,472.76,True,2
V0744,child,online,Pirate Ship,325.9,4.7,0,1,472.1,Saturday,49.95,473.1,True,2
V2824,child,online,Bumper Cars,273.71,3.5,0,0,472.64,Saturday,194.88,474.64,True,1
V0462,adult,ticket_office,Observation Tower,70.34,5.0,52,0,472.87,Saturday,396.34,222.77,True,1
V0173,adult,ticket_office,Petting Zoo,314.82,5.5,0,0,473.31,Saturday,152.23,475.31,True,1
V3858,adult,online,Ferris Wheel,200.76,6.0,20,0,473.32,Saturday,265.79,474.32,True,1
V2870,child,online,Ball Pit,271.64,4.0,0,0,473.32,Saturday,196.8,475.32,True,1
V5047,adult,online,Laser Maze,36.85,3.8,38,2,473.35,Saturday,343.35,352.23,True,3
V1595,adult,online,Flying Chairs,306.49,4.0,0,1,473.67,Saturday,108.55,475.67,True,2
V0308,child,ticket_office,Ferris Wheel,197.04,6.0,2,0,474.79,Saturday,270.34,476.79,True,1
V5081,adult,online,Roller Coaster,121.62,5.5,52,0,475.34,Saturday,346.85,,True,1
V2629,adult,online,Swing Ride,289.44,4.2,0,0,475.38,Saturday,181.21,476.38,True,1
V3395,child,online,Mini Train,232.24,6.5,8,0,475.48,Saturday,235.47,476.48,True,1
V2549,adult,online,Mirror Maze,295.12,4.2,0,0,476.15,Saturday,175.48,479.15,True,1
V2748,child,online,Carousel,282.83,4.3,0,0,476.58,Saturday,188.66,478.58,True,1
V2859,child,online,Bumper Cars,276.55,3.5,0,0,476.94,Saturday,196.09,478.94,True,1
V5861,adult,online,Water Slide,72.68,4.5,72,0,477.25,Saturday,398.75,408.11,True,1
V0423,adult,online,Fun House,319.73,4.5,0,2,477.41,Saturday,26.55,479.41,True,3
V0827,adult,online,Pirate Ship,330.86,4.7,0,1,477.62,Saturday,56.28,479.62,True,2
V5273,adult,online,Go Karts,112.39,5.0,56,0,477.9,Saturday,359.33,,True,1
V2883,child,online,Ball Pit,274.51,4.0,0,0,478.04,Saturday,198.82,,True,1
V6437,adult,online,Laser Maze,36.31,3.8,86,0,478.21,Saturday,437.04,,True,1
V4588,adult,online,Drop Tower,159.34,5.8,38,0,478.43,Saturday,312.41,,True,1
V2390,adult,online,Flying Chairs,309.19,4.0,0,0,478.53,Saturday,164.48,479.53,True,1
V3657,adult,online,4D Cinema,218.34,6.0,14,0,478.58,Saturday,252.96,,True,1
V5845,adult,online,Observation Tower,75.85,5.0,70,0,479.15,Saturday,397.01,406.42,True,1
V2218,adult,online,Petting Zoo,320.49,5.5,0,0,479.4,Saturday,152.82,,True,1
V0002,adult,online,Bumper Cars,0,3.5,100,0,4.81,Sunday,0.27,212.88,True,1
V0018,adult,online,Laser Maze,0,3.8,100,0,6.37,Sunday,1.3,171.98,True,1
V0000,adult,online,Observation Tower,0,5.0,100,0,6.4,Sunday,0.32,178.29,True,1
V0007,adult,online,Water Slide,0,4.5,100,0,6.49,Sunday,0.73,102.7,True,1
V0024,child,online,Ball Pit,0,4.0,100,0,6.69,Sunday,2.05,237.78,True,1
V0019,child,online,Flying Chairs,0,4.0,100,0,6.86,Sunday,1.49,266.51,True,1
V0006,child,online,Petting Zoo,0,5.5,100,0,6.94,Sunday,0.78,263.01,True,1
V0039,adult,online,Carousel,0,4.3,100,0,8.56,Sunday,3.08,166.09,True,1
V0043,child,online,Pirate Ship,0,4.7,100,0,8.78,Sunday,3.48,342.67,True,1
V0048,adult,online,Fun House,0,4.5,100,0,9.16,Sunday,3.88,269.68,True,1
V0001,adult,online,Bumper Cars,4.16,3.5,100,0,9.33,Sunday,0.65,127.7,True,1
V0030,child,online,Mini Train,0,6.5,100,0,9.66,Sunday,2.46,158.33,True,1
V0059,adult,online,Go Karts,0,5.0,100,0,10.19,Sunday,4.17,124.28,True,1
V0075,adult,online,Swing Ride,0,4.2,100,0,10.91,Sunday,5.6,115.94,True,1
V0022,child,online,Flying Chairs,4.89,4.0,100,0,11.4,Sunday,1.97,161.92,True,1
V0051,adult,online,Laser Maze,2.25,3.8,100,0,11.54,Sunday,4.13,103.46,True,1
V0061,adult,online,4D Cinema,0,6.0,100,0,11.74,Sunday,4.73,137.89,True,1
V0074,adult,online,Drop Tower,0,5.8,100,0,11.96,Sunday,4.94,83.02,True,1
V0070,child,online,Ball Pit,1.77,4.0,100,0,12.19,Sunday,4.92,153.01,True,1
V0009,adult,ticket_office,Observation Tower,0.01,5.0,100,0,12.27,Sunday,6.39,206.78,True,1
V0106,adult,online,Haunted House,0,4.0,100,0,12.85,Sunday,8.34,135.55,True,1
V0007,adult,online,Mirror Maze,0,4.2,85,1,12.87,Sunday,0.73,102.7,True,2
V0015,child,online,Bumper Cars,7.84,3.5,98,0,13.73,Sunday,1.49,163.1,True,1
V0068,adult,online,Petting Zoo,2.2,5.5,100,0,13.92,Sunday,4.75,365.27,True,1
V0004,child,ticket_office,Pirate Ship,5.21,4.7,98,0,14.09,Sunday,3.57,214.83,True,1
V0097,child,online,Carousel,0.91,4.3,100,0,14.13,Sunday,7.65,339.93,True,1
V0018,adult,online,Ferris Wheel,0,6.0,89,1,15.48,Sunday,1.3,171.98,True,2
V0115,child,online,Ferris Wheel,0,6.0,100,0,15.89,Sunday,9.33,399.85,True,1
V0133,adult,online,Laser Maze,1.23,3.8,100,0,16.5,Sunday,10.31,265.55,True,1
V0094,adult,online,Go Karts,3.59,5.0,100,0,16.6,Sunday,6.6,285.35,True,1
V0072,child,online,Flying Chairs,6.16,4.0,98,0,16.64,Sunday,5.24,253.99,True,1
V0146,child,online,Swing Ride,0,4.2,100,0,16.66,Sunday,11.27,417.96,True,1
V0019,child,online,Mini Train,1.8,6.5,90,1,17.06,Sunday,1.49,266.51,True,2
V0039,adult,online,Virtual Reality Zone,0,6.5,88,1,17.26,Sunday,3.08,166.09,True,2
V0059,adult,online,Roller Coaster,0,5.5,88,1,17.39,Sunday,4.17,124.28,True,2
V0095,child,online,Ball Pit,5.18,4.0,98,0,17.43,Sunday,7.01,472.05,True,1
V0161,child,online,Fun House,0,4.5,100,0,17.85,Sunday,12.27,352.23,True,1
V0002,adult,online,Observation Tower,4.46,5.0,90,1,17.89,Sunday,0.27,212.88,True,2
V0026,child,online,Bumper Cars,11.95,3.5,96,0,18.1,Sunday,1.78,300.96,True,1
V0011,child,ticket_office,Mirror Maze,4.7,4.2,100,0,18.34,Sunday,8.17,133.6,True,1
V0102,adult,online,Drop Tower,3.57,5.8,100,0,18.65,Sunday,8.39,123.96,True,1
V0144,adult,online,4D Cinema,0.35,6.0,100,0,18.9,Sunday,11.39,284.97,True,1
V0074,adult,online,Haunted House,0,4.0,90,1,19.15,Sunday,4.94,83.02,True,2
V0015,child,online,Carousel,0,4.3,88,1,19.62,Sunday,1.49,163.1,True,2
V0087,adult,online,Pirate Ship,7.34,4.7,98,0,19.81,Sunday,6.75,247.65,True,1
V0010,adult,ticket_office,Petting Zoo,6.18,5.5,98,0,20.21,Sunday,7.74,133.39,True,1
V0048,adult,online,Laser Maze,5.35,3.8,90,1,21.06,Sunday,3.88,269.68,True,2
V0218,adult,online,Water Slide,0,4.5,100,0,21.13,Sunday,15.35,283.87,True,1
V0008,child,ticket_office,Flying Chairs,10.62,4.0,96,0,21.35,Sunday,6.03,130.13,True,1
V0009,adult,ticket_office,Swing Ride,2.4,4.2,92,1,22.2,Sunday,6.39,206.78,True,2
V0111,child,online,Bumper Cars,9.02,3.5,98,0,22.86,Sunday,9.08,198.28,True,1
V0030,child,online,Ferris Wheel,3.82,6.0,88,1,22.92,Sunday,2.46,158.33,True,2
V0137,child,online,Ball Pit,6.76,4.0,98,0,22.92,Sunday,10.67,201.39,True,1
V0012,adult,ticket_office,Fun House,5.49,4.5,98,0,23.21,Sunday,12.36,194.51,True,1
V0205,child,online,Ferris Wheel,1.74,6.0,100,0,23.3,Sunday,14.15,459.12,True,1
V0112,adult,online,Mirror Maze,9.33,4.2,98,0,23.56,Sunday,9.02,223.0,True,1
V0253,adult,online,Haunted House,1.32,4.0,100,0,23.67,Sunday,17.83,371.83,True,1
V0001,adult,online,Observation Tower,7.56,5.0,90,1,23.84,Sunday,0.65,127.7,True,2
V0158,adult,online,Roller Coaster,4.59,5.5,100,0,23.87,Sunday,12.8,248.82,True,1
V0106,adult,online,Carousel,4.78,4.3,91,1,24.43,Sunday,8.34,135.55,True,2
V0117,adult,online,Drop Tower,9.38,5.8,98,0,24.98,Sunday,9.27,151.73,True,1
V0043,child,online,Pirate Ship,10.03,4.7,89,1,25.01,Sunday,3.48,342.67,True,2
V0221,child,online,Mini Train,1.2,6.5,100,0,25.02,Sunday,15.86,251.84,True,1
V0164,adult,online,Laser Maze,8.36,3.8,98,0,25.48,Sunday,12.7,231.27,True,1
V0091,child,online,Flying Chairs,14.67,4.0,96,0,26.0,Sunday,6.68,282.82,True,1
V0000,adult,online,Petting Zoo,11.81,5.5,89,1,26.72,Sunday,0.32,178.29,True,2
V0254,adult,online,Water Slide,3.3,4.5,100,0,27.03,Sunday,17.83,231.78,True,1
V0061,adult,online,Swing Ride,7.46,4.2,90,1,27.32,Sunday,4.73,137.89,True,2
V0181,child,online,Ball Pit,9.66,4.0,98,0,27.48,Sunday,13.26,177.98,True,1
V0149,child,online,Bumper Cars,11.0,3.5,96,0,27.53,Sunday,11.86,192.82,True,1
V0257,adult,online,Haunted House,5.54,4.0,98,0,28.18,Sunday,18.13,219.08,True,1
V0152,child,online,Mirror Maze,11.92,4.2,96,0,28.45,Sunday,11.64,260.34,True,1
V0293,adult,online,Virtual Reality Zone,0,6.5,100,0,28.83,Sunday,20.9,216.12,True,1
V0209,adult,online,Fun House,8.58,4.5,98,0,29.03,Sunday,14.63,351.43,True,1
V0244,child,online,Carousel,7.35,4.3,98,0,29.56,Sunday,17.08,159.1,True,1
V0087,adult,online,Virtual Reality Zone,0,6.5,90,1,29.67,Sunday,6.75,247.65,True,2
V0016,adult,ticket_office,Ferris Wheel,8.69,6.0,98,0,29.74,Sunday,14.23,301.02,True,1
V0004,child,ticket_office,Ferris Wheel,8.21,6.0,85,1,30.12,Sunday,3.57,214.83,True,2
V0154,adult,online,Observation Tower,11.89,5.0,96,0,30.17,Sunday,11.95,248.61,True,1
V0291,adult,online,Roller Coaster,3.46,5.5,100,0,30.26,Sunday,20.42,172.56,True,1
V0075,adult,online,Pirate Ship,11.1,4.7,84,1,30.27,Sunday,5.6,115.94,True,2
V0220,adult,online,Laser Maze,10.14,3.8,96,0,30.75,Sunday,15.34,157.29,True,1
V0343,adult,online,4D Cinema,0,6.0,100,0,30.76,Sunday,24.18,320.05,True,1
V0001,adult,online,Go Karts,0,5.0,82,2,30.95,Sunday,0.65,127.7,True,3
V0233,adult,online,Flying Chairs,9.5,4.0,98,0,31.45,Sunday,16.5,156.49,True,1
V0022,child,online,Bumper Cars,14.14,3.5,83,1,31.75,Sunday,1.97,161.92,True,2
V0094,adult,online,Water Slide,7.42,4.5,90,1,32.21,Sunday,6.6,285.35,True,2
V0212,child,online,Swing Ride,12.44,4.2,96,0,32.25,Sunday,14.88,292.57,True,1
V0017,adult,ticket_office,Drop Tower,8.25,5.8,98,0,32.26,Sunday,16.73,219.85,True,1
V0246,child,online,Mini Train,7.43,6.5,98,0,32.51,Sunday,17.59,215.71,True,1
V0025,child,ticket_office,Ball Pit,8.92,4.0,78,0,32.91,Sunday,18.55,273.36,True,1
V0024,child,online,Petting Zoo,18.02,5.5,85,1,33.11,Sunday,2.05,237.78,True,2
V0228,child,online,Mirror Maze,12.24,4.2,96,0,33.52,Sunday,16.21,235.26,True,1
V0074,adult,online,Haunted House,7.03,4.0,77,2,33.62,Sunday,4.94,83.02,True,3
V0263,adult,online,Carousel,10.75,4.3,96,0,34.7,Sunday,18.82,198.02,True,1
V0023,adult,ticket_office,Fun House,11.98,4.5,96,0,34.94,Sunday,17.05,240.63,True,1
V0400,adult,online,Laser Maze,3.05,3.8,100,0,35.1,Sunday,27.7,173.08,True,1
V0234,child,online,Pirate Ship,13.97,4.7,96,0,35.67,Sunday,16.3,239.27,True,1
V0051,adult,online,Observation Tower,17.63,5.0,83,1,36.36,Sunday,4.13,103.46,True,2
V0183,child,online,Bumper Cars,18.18,3.5,94,0,36.44,Sunday,13.57,163.11,True,1
V0144,adult,online,Roller Coaster,8.36,5.5,90,1,36.48,Sunday,11.39,284.97,True,2
V0097,child,online,Flying Chairs,14.31,4.0,89,1,36.8,Sunday,7.65,339.93,True,2
V0265,child,online,Ferris Wheel,10.43,6.0,96,0,37.07,Sunday,19.3,347.46,True,1
V0294,child,online,Ferris Wheel,9.15,6.0,98,0,37.47,Sunday,20.97,215.79,True,1
V0225,adult,online,Swing Ride,16.55,4.2,94,0,37.53,Sunday,15.7,272.77,True,1
V0439,adult,online,Virtual Reality Zone,0,6.5,100,0,37.68,Sunday,30.61,470.69,True,1
V0253,adult,online,4D Cinema,6.09,6.0,83,1,37.8,Sunday,17.83,371.83,True,2
V0312,adult,online,Water Slide,10.68,4.5,96,0,37.85,Sunday,21.53,323.86,True,1
V0091,child,online,Ball Pit,3.91,4.0,83,1,38.27,Sunday,6.68,282.82,True,2
V0316,adult,online,Haunted House,11.46,4.0,96,0,38.78,Sunday,22.17,147.82,True,1
V0245,child,online,Mirror Maze,16.25,4.2,94,0,38.86,Sunday,17.27,278.52,True,1
V0009,adult,ticket_office,Drop Tower,7.06,5.8,75,2,39.18,Sunday,6.39,206.78,True,3
V0127,child,online,Petting Zoo,23.18,5.5,92,0,39.2,Sunday,9.93,360.76,True,1
V0472,adult,online,Go Karts,0,5.0,100,0,39.65,Sunday,33.7,154.53,True,1
V0002,adult,online,Carousel,15.81,4.3,71,2,39.87,Sunday,0.27,212.88,True,3
V0146,child,online,Fun House,15.28,4.5,89,1,40.02,Sunday,11.27,417.96,True,2
V0011,child,ticket_office,Mini Train,11.17,6.5,85,1,40.35,Sunday,8.17,133.6,True,2
V0007,adult,online,Bumper Cars,22.58,3.5,62,2,40.79,Sunday,0.73,102.7,True,3
V0019,child,online,Pirate Ship,16.61,4.7,79,2,41.13,Sunday,1.49,266.51,True,3
V0133,adult,online,Observation Tower,17.86,5.0,82,1,41.99,Sunday,10.31,265.55,True,2
V0115,child,online,Flying Chairs,18.91,4.0,88,1,42.27,Sunday,9.33,399.85,True,2
V0018,adult,online,Swing Ride,21.06,4.2,74,2,42.44,Sunday,1.3,171.98,True,3
V0209,adult,online,Roller Coaster,5.45,5.5,86,1,42.88,Sunday,14.63,351.43,True,2
V0434,child,online,Ball Pit,7.77,4.0,98,0,43.41,Sunday,30.5,277.58,True,1
V0337,adult,online,Water Slide,13.87,4.5,96,0,43.54,Sunday,23.99,188.74,True,1
V0051,adult,online,Laser Maze,0,3.8,74,2,43.85,Sunday,4.13,103.46,True,3
V0010,adult,ticket_office,Ferris Wheel,15.86,6.0,79,1,43.92,Sunday,7.74,133.39,True,2
V0473,adult,online,Haunted House,5.4,4.0,98,0,43.97,Sunday,33.38,360.48,True,1
V0023,adult,ticket_office,Virtual Reality Zone,0,6.5,87,1,44.06,Sunday,17.05,240.63,True,2
V0095,child,online,Mirror Maze,18.43,4.2,86,1,44.29,Sunday,7.01,472.05,True,2
V0322,child,online,Ferris Wheel,15.02,6.0,94,0,44.59,Sunday,22.46,162.13,True,1
V0299,adult,online,Carousel,18.87,4.3,94,0,44.75,Sunday,21.01,252.53,True,1
V0117,adult,online,4D Cinema,10.82,6.0,88,1,44.76,Sunday,9.27,151.73,True,2
V0072,child,online,Bumper Cars,23.15,3.5,75,1,45.26,Sunday,5.24,253.99,True,2
V0074,adult,online,Go Karts,3.03,5.0,69,3,45.38,Sunday,4.94,83.02,True,4
V0161,child,online,Fun House,20.18,4.5,83,1,45.43,Sunday,12.27,352.23,True,2
V0006,child,online,Petting Zoo,29.26,5.5,81,1,45.58,Sunday,0.78,263.01,True,2
V0012,adult,ticket_office,Drop Tower,13.97,5.8,85,1,46.24,Sunday,12.36,194.51,True,2
V0267,child,online,Pirate Ship,21.83,4.7,92,0,47.17,Sunday,19.31,177.08,True,1
V0068,adult,online,Swing Ride,25.52,4.2,76,1,47.2,Sunday,4.75,365.27,True,2
V0274,adult,online,Flying Chairs,22.52,4.0,92,0,47.35,Sunday,19.75,273.75,True,1
V0008,child,ticket_office,Mini Train,18.0,6.5,84,1,47.75,Sunday,6.03,130.13,True,2
V0244,child,online,Ball Pit,11.85,4.0,81,1,48.19,Sunday,17.08,159.1,True,2
V0377,adult,online,Observation Tower,15.48,5.0,94,0,48.2,Sunday,26.51,183.92,True,1
V0566,adult,online,Laser Maze,3.19,3.8,100,0,48.26,Sunday,40.66,340.49,True,1
V0094,adult,online,Haunted House,9.76,4.0,79,2,48.54,Sunday,6.6,285.35,True,3
V0347,adult,online,Water Slide,19.15,4.5,94,0,48.75,Sunday,24.39,186.23,True,1
V0154,adult,online,Roller Coaster,11.71,5.5,80,1,49.53,Sunday,11.95,248.61,True,2
V0355,child,online,Carousel,19.96,4.3,94,0,49.55,Sunday,24.78,410.49,True,1
V0323,child,online,Mirror Maze,22.13,4.2,92,0,49.73,Sunday,22.15,202.26,True,1
V0039,adult,online,Bumper Cars,26.0,3.5,71,2,50.03,Sunday,3.08,166.09,True,3
V0205,child,online,Ferris Wheel,19.63,6.0,83,1,51.2,Sunday,14.15,459.12,True,2
V0015,child,online,Fun House,22.8,4.5,69,2,51.29,Sunday,1.49,163.1,True,3
V0576,adult,online,Go Karts,4.09,5.0,100,0,51.76,Sunday,41.29,353.91,True,1
V0537,adult,online,4D Cinema,5.94,6.0,98,0,51.82,Sunday,38.82,163.53,True,1
V0102,adult,online,Flying Chairs,26.7,4.0,77,1,51.92,Sunday,8.39,123.96,True,2
V0030,child,online,Ferris Wheel,18.68,6.0,77,2,51.95,Sunday,2.46,158.33,True,3
V0252,child,online,Swing Ride,29.64,4.2,90,0,52.13,Sunday,17.56,259.59,True,1
V0195,adult,online,Petting Zoo,31.97,5.5,88,0,52.41,Sunday,13.61,157.38,True,1
V0641,adult,online,Laser Maze,2.98,3.8,100,0,52.58,Sunday,45.28,431.92,True,1
V0562,adult,online,Haunted House,8.03,4.0,98,0,53.14,Sunday,40.51,,True,1
V0526,adult,online,Drop Tower,7.95,5.8,98,0,53.2,Sunday,38.3,386.96,True,1
V0028,child,ticket_office,Pirate Ship,25.92,4.7,70,0,53.26,Sunday,21.25,193.35,True,1
V0051,adult,online,Virtual Reality Zone,0,6.5,65,3,53.5,Sunday,4.13,103.46,True,4
V0524,child,online,Ball Pit,10.32,4.0,96,0,53.65,Sunday,37.86,426.15,True,1
V0075,adult,online,Observation Tower,16.92,5.0,70,2,54.23,Sunday,5.6,115.94,True,3
V0445,adult,online,Water Slide,18.05,4.5,94,0,54.27,Sunday,30.7,252.32,True,1
V0300,child,online,Bumper Cars,28.85,3.5,90,0,54.43,Sunday,21.18,209.12,True,1
V0398,adult,online,Carousel,22.46,4.3,92,0,54.44,Sunday,27.09,177.38,True,1
V0074,adult,online,Virtual Reality Zone,0,6.5,59,4,54.45,Sunday,4.94,83.02,True,5
V0342,adult,online,Mirror Maze,25.91,4.2,90,0,54.67,Sunday,23.82,253.14,True,1
V0336,child,online,Mini Train,24.23,6.5,92,0,55.16,Sunday,23.51,202.84,True,1
V0400,adult,online,Roller Coaster,11.42,5.5,87,1,56.32,Sunday,27.7,173.08,True,2
V0393,child,online,Fun House,24.02,4.5,92,0,56.6,Sunday,27.27,288.17,True,1
V0307,adult,online,Flying Chairs,30.67,4.0,88,0,56.87,Sunday,21.25,197.09,True,1
V0281,child,online,Swing Ride,32.03,4.2,88,0,57.37,Sunday,20.1,161.71,True,1
